X,Y,Stock,X1,Y1
-0.1164,0.803024262,NA,NA,NA
-0.1157,0.805015675,NA,NA,NA
-0.11459279,0.808165551,AMZN,0.038,1.197509486
-0.1132,0.812124481,NA,NA,NA
-0.1128,0.81326146,NA,NA,NA
-0.1061,0.83230585,NA,NA,NA
-0.105617641,0.833676929,ANET,0.0209,1.162344806
-0.1033,0.840247445,NA,NA,NA
-0.096642492,0.859121488,ANET,0.0366,1.194697871
-0.0894,0.879563723,NA,NA,NA
-0.0884,0.882386264,NA,NA,NA
-0.087667343,0.884454218,ANSS,0.2825,1.264188155
-0.0848,0.892497307,NA,NA,NA
-0.0813,0.90231504,NA,NA,NA
-0.0809,0.903437067,TSN,-0.0738,0.923241948
-0.078692195,0.909630108,ANSS,0.494,0.830977554
-0.0738,0.923241948,NA,NA,NA
-0.0735,0.924076656,NA,NA,NA
-0.0713,0.930197845,NA,NA,NA
-0.069717046,0.934602192,ANTM,0.0177,1.155379476
-0.0649,0.947866148,NA,NA,NA
-0.0635,0.951721112,NA,NA,NA
-0.060741897,0.959315675,AON,0.2484,1.303545857
-0.0589,0.964322705,VIAC,0.0131,1.14525087
-0.0578,0.967312955,NA,NA,NA
-0.0522,0.982536048,ROK,0.1647,1.337245214
-0.051766748,0.983713805,AOS,0.6033,0.579137371
-0.0433,1.006378867,NA,NA,NA
-0.042791599,1.00773983,APA,-0.2736,0.379045321
-0.0401,1.01481628,SWKS,0.4952,0.828128748
-0.0385,1.01902282,TROW,0.1668,1.337533061
-0.0351,1.027961718,NA,NA,NA
-0.0344,1.029802079,NA,NA,NA
-0.03381645,1.031336282,APD,0.0859,1.276748902
-0.0334,1.032408434,TSCO,0.1072,1.302037118
-0.033,1.033438235,NA,NA,NA
-0.0329,1.033695685,ZS,0.8067,0.227231439
-0.024841301,1.054442819,APH,0.3925,1.065035305
-0.0199,1.066860867,POWI,0.126,1.318916106
-0.0195,1.067866113,NA,NA,NA
-0.015866153,1.076998382,APH,0.6864,0.412221014
-0.0135,1.082783438,YUM,0.0944,1.287621488
-0.0075,1.097452964,TPR,0.5422,0.717267342
-0.006891004,1.098941912,APPF,0.2662,1.284639605
-0.005,1.103423685,NA,NA,NA
-0.0028,1.108637793,NA,NA,NA
-0.0025,1.109348808,NA,NA,NA
-0.0014,1.111955863,NA,NA,NA
4.00E-04,1.116221952,NA,NA,NA
0,1.119540021,NA,NA,NA
0,1.120213459,APPN,1.9337,0.007460259
0,1.122538742,NA,NA,NA
0,1.122767641,NA,NA,NA
0,1.124369936,NA,NA,NA
0,1.127574524,SCHW,0.0933,1.286311782
0,1.127574524,WRK,0.5703,0.652558542
0,1.130092414,NA,NA,NA
0,1.130779112,NA,NA,NA
0.0071,1.131694709,NA,NA,NA
0.0074,1.132381406,NA,NA,NA
0.0078,1.133297003,XOM,-0.1427,0.728321529
0.0082,1.134212599,NA,NA,NA
0.0085,1.134899297,NA,NA,NA
0.0096,1.137417187,NA,NA,NA
0.0099,1.138103885,NA,NA,NA
0.011,1.140621776,NA,NA,NA
0.011059294,1.140757499,APPS,3.8314,0.003541799
0.0128,1.144590309,NA,NA,NA
0.0131,1.14525087,NA,NA,NA
0.0131,1.14525087,NA,NA,NA
0.0135,1.146131618,NA,NA,NA
0.0145,1.148333489,NA,NA,NA
0.0149,1.149214237,PLXS,0.4574,0.917566721
0.0149,1.149214237,NA,NA,NA
0.0153,1.150094986,SBUX,0.4727,0.881485292
0.0156,1.150755547,NA,NA,NA
0.0168,1.153397792,NA,NA,NA
0.0177,1.155379476,SATS,0.0521,1.223799378
0.0177,1.155379476,SJM,0.3293,1.190663547
0.0177,1.155379476,NA,NA,NA
0.0192,1.158682282,NA,NA,NA
0.0195,1.159342843,NA,NA,NA
0.0195,1.159342843,NA,NA,NA
0.020034443,1.160519617,APTV,0.61,0.564682966
0.0202,1.160868725,NA,NA,NA
0.0206,1.1617122,NA,NA,NA
0.0209,1.162344806,SEE,0.3684,1.115781953
0.0211,1.162766544,NA,NA,NA
0.0213,1.163188281,NA,NA,NA
0.022,1.164664362,NA,NA,NA
0.0236,1.168038261,NA,NA,NA
0.0238,1.168459999,NA,NA,NA
0.0241,1.169092605,NA,NA,NA
0.0245,1.16993608,VFC,0.4436,0.949835827
0.0248,1.170568686,NA,NA,NA
0.0254,1.171833898,NA,NA,NA
0.0256,1.172255636,NA,NA,NA
0.0263,1.173731717,NA,NA,NA
0.0263,1.173731717,NA,NA,NA
0.0266,1.174364323,NA,NA,NA
0.0267,1.174575191,NA,NA,NA
0.027,1.175207797,UDR,0.0202,1.160868725
0.0273,1.175840404,NA,NA,NA
0.0273,1.175840404,NA,NA,NA
0.029009592,1.179445397,ARE,0.1522,1.333698234
0.0298,1.181033676,NA,NA,NA
0.0316,1.184650669,NA,NA,NA
0.0319,1.185253501,NA,NA,NA
0.0323,1.186057277,NA,NA,NA
0.0326,1.186660109,XRX,0.3221,1.203248898
0.0326,1.186660109,NA,NA,NA
0.0337,1.188870494,NA,NA,NA
0.0337,1.188870494,NA,NA,NA
0.0341,1.18967427,NA,NA,NA
0.0344,1.190277102,NA,NA,NA
0.0344,1.190277102,NA,NA,NA
0.0358,1.193090319,VRNT,0.6721,0.438835946
0.0358,1.193090319,NA,NA,NA
0.0362,1.193894095,NA,NA,NA
0.0366,1.194697871,SHOP,0.319,1.208538527
0.0376,1.196707312,NA,NA,NA
0.03798474,1.197480425,ARW,0.5542,0.689435075
0.038,1.197509486,SEDG,2.1794,0.006081251
0.0391,1.199604375,VRSK,0.0067,1.130779112
0.0394,1.200175708,NA,NA,NA
0.0394,1.200175708,NA,NA,NA
0.0401,1.20150882,RNG,0.0776,1.265160603
0.0405,1.202270598,NA,NA,NA
0.0405,1.202270598,NA,NA,NA
0.0408,1.202841931,NA,NA,NA
0.0451,1.211031045,NA,NA,NA
0.0458,1.212364156,UI,0.6299,0.522619758
0.0458,1.212364156,WEX,0.0813,1.270494987
0.046959889,1.214573102,ATO,-0.148,0.713338837
0.0479,1.21626056,TSEM,0.4028,1.042534226
0.0483,1.216978542,NA,NA,NA
0.0484,1.217158038,NA,NA,NA
0.0493,1.218773499,SWI,0.6957,0.395432986
0.0503,1.220568456,NA,NA,NA
0.0504,1.220747952,TFX,0.0795,1.267899881
0.0507,1.221286439,WY,0.1739,1.338338259
0.0515,1.222722404,NA,NA,NA
0.0518,1.223260891,NA,NA,NA
0.0521,1.223799378,NA,NA,NA
0.0521,1.223799378,NA,NA,NA
0.0522,1.223978874,NA,NA,NA
0.0529,1.225235343,NA,NA,NA
0.0532,1.225773831,STX,0.5014,0.813414895
0.0536,1.226491813,NA,NA,NA
0.0546,1.22828677,NA,NA,NA
0.0546,1.22828677,NA,NA,NA
0.0554,1.229722735,NA,NA,NA
0.055935038,1.230683106,ATVI,0.1352,1.325279182
0.0561,1.230960454,NA,NA,NA
0.0571,1.232641744,NA,NA,NA
0.0578,1.233818647,NA,NA,NA
0.0583,1.234659292,NA,NA,NA
0.0586,1.235163679,NA,NA,NA
0.059,1.235836195,NA,NA,NA
0.059,1.235836195,NA,NA,NA
0.0593,1.236340582,NA,NA,NA
0.0596,1.236844969,NA,NA,NA
0.0602,1.237853743,NA,NA,NA
0.0614,1.239871291,NA,NA,NA
0.0621,1.241048193,NA,NA,NA
0.0646,1.245251418,NA,NA,NA
0.0649,1.245755805,NA,NA,NA
0.064910187,1.245772932,AVB,0.252,1.300080483
0.0657,1.247007761,NA,NA,NA
0.0671,1.249196583,NA,NA,NA
0.0683,1.251072716,WRB,0.0266,1.174364323
0.0685,1.251385405,NA,NA,NA
0.0714,1.255919393,NA,NA,NA
0.072,1.256857459,NA,NA,NA
0.0724,1.257482837,TMUS,0.2253,1.322363465
0.0724,1.257482837,USB,0.1253,1.31835696
0.0727,1.25795187,RE,-0.0351,1.027961718
0.0738,1.259671659,ULTA,0.2981,1.242030885
0.073885336,1.259805077,AVGO,0.1906,1.337280513
0.0774,1.264872258,NA,NA,NA
0.0776,1.265160603,NA,NA,NA
0.0784,1.266313983,NA,NA,NA
0.0784,1.266313983,NA,NA,NA
0.0795,1.267899881,NA,NA,NA
0.0813,1.270494987,NA,NA,NA
0.0813,1.270494987,NA,NA,NA
0.0816,1.270927505,NA,NA,NA
0.082860485,1.272744778,AVGO,0.3332,1.183724441
0.083,1.272928569,NA,NA,NA
0.0848,1.27529981,XYL,0.5646,0.665543989
0.0848,1.27529981,NA,NA,NA
0.0852,1.275826753,NA,NA,NA
0.0859,1.276748902,SMAR,0.5039,0.807482072
0.0859,1.276748902,NA,NA,NA
0.0869,1.278066258,TTEC,0.6088,0.567271166
0.0873,1.278593201,NA,NA,NA
0.0877,1.279120143,NA,NA,NA
0.0894,1.281359649,NA,NA,NA
0.09,1.282150063,NA,NA,NA
0.0901,1.282281798,NA,NA,NA
0.0905,1.282808741,NA,NA,NA
0.0908,1.283203948,NA,NA,NA
0.0908,1.283203948,NA,NA,NA
0.0912,1.28373089,NA,NA,NA
0.091835634,1.284568246,AVLR,0.7397,0.321605615
0.0923,1.28512114,XRX,0.1842,1.338069238
0.0925,1.285359269,NA,NA,NA
0.0926,1.285478333,NA,NA,NA
0.0933,1.286311782,NA,NA,NA
0.0937,1.286788039,NA,NA,NA
0.094,1.287145231,NA,NA,NA
0.0944,1.287621488,NA,NA,NA
0.0955,1.288931194,NA,NA,NA
0.0958,1.289288387,NA,NA,NA
0.0962,1.289764644,NA,NA,NA
0.0965,1.290121836,NA,NA,NA
0.0969,1.290598093,V,0.3059,1.229981494
0.0976,1.291431542,NA,NA,NA
0.0981,1.292026863,NA,NA,NA
0.099,1.293098441,NA,NA,NA
0.0994,1.293574698,NA,NA,NA
0.0994,1.293574698,NA,NA,NA
0.0999,1.294170019,NA,NA,NA
0.1004,1.29476534,VRTX,0.2211,1.324963836
0.1004,1.29476534,NA,NA,NA
0.100810782,1.295254435,AVT,0.3208,1.205467129
0.1011,1.295561463,TAP,0.0451,1.211031045
0.1015,1.295986096,NA,NA,NA
0.1018,1.296304571,UNP,0.0554,1.229722735
0.1054,1.300126269,SABR,-0.0813,0.90231504
0.1054,1.300126269,TMO,0.0344,1.190277102
0.1055,1.300232427,NA,NA,NA
0.1057,1.300444743,PSTG,0.5684,0.656865447
0.1072,1.302037118,NA,NA,NA
0.1072,1.302037118,NA,NA,NA
0.1097,1.304691074,ZTS,0.0901,1.282281798
0.109785931,1.304782297,AVY,0.2104,1.330733783
0.1105,1.305446749,NA,NA,NA
0.1111,1.306005057,SWK,0.0177,1.155379476
0.1111,1.306005057,NA,NA,NA
0.1121,1.306935571,NA,NA,NA
0.1125,1.307307777,REG,-0.1423,0.729452298
0.1125,1.307307777,WU,0.1306,1.322212291
0.1132,1.307959137,NA,NA,NA
0.1143,1.308982703,TXT,0.0593,1.236340582
0.115,1.309634063,UAL,0.1285,1.320812188
0.1157,1.310285423,NA,NA,NA
0.1157,1.310285423,NA,NA,NA
0.1157,1.310285423,NA,NA,NA
0.11876108,1.313133802,AWK,0.3226,1.202395732
0.1191,1.313404524,NA,NA,NA
0.1192,1.313484402,NA,NA,NA
0.1203,1.31436306,NA,NA,NA
0.1221,1.315800864,TDC,0.1105,1.305446749
0.1224,1.316040498,NA,NA,NA
0.1231,1.316599644,NA,NA,NA
0.1238,1.31715879,NA,NA,NA
0.1246,1.317797814,NA,NA,NA
0.1253,1.31835696,NA,NA,NA
0.1253,1.31835696,NA,NA,NA
0.126,1.318916106,NA,NA,NA
0.1267,1.319475251,QRVO,0.1246,1.317797814
0.127,1.319714885,NA,NA,NA
0.1274,1.320034397,NA,NA,NA
0.127736229,1.32030297,AXP,0.0532,1.225773831
0.1278,1.320345487,NA,NA,NA
0.1278,1.320345487,NA,NA,NA
0.1285,1.320812188,VLO,-0.0884,0.882386264
0.1285,1.320812188,NA,NA,NA
0.1288,1.321012203,NA,NA,NA
0.1299,1.32174559,PM,0.2427,1.308842683
0.1306,1.322212291,NA,NA,NA
0.1306,1.322212291,NA,NA,NA
0.1306,1.322212291,NA,NA,NA
0.132,1.323145692,NA,NA,NA
0.1324,1.323412378,PXD,-0.258,0.417685132
0.1352,1.325279182,SPSC,0.1818,1.338363204
0.136711378,1.326286841,AYX,0.628,0.52659135
0.138,1.326975378,SYK,0.4695,0.889057809
0.1395,1.327776859,TEAM,0.4369,0.965361721
0.1395,1.327776859,ZBRA,0.308,1.226671095
0.1412,1.328685205,REGN,0.0546,1.22828677
0.1421,1.329166093,NA,NA,NA
0.1455,1.330982784,NA,NA,NA
0.145686527,1.331082449,AZO,0.2104,1.330733783
0.1469,1.331569775,TTWO,0.307,1.228280217
0.1473,1.331730414,VNO,0.0784,1.266313983
0.1476,1.331850892,NA,NA,NA
0.1501,1.332854882,PTC,0.4574,0.917566721
0.1512,1.333296638,NA,NA,NA
0.1522,1.333698234,SPG,0.0263,1.173731717
0.1526,1.333858872,NA,NA,NA
0.1533,1.33413999,NA,NA,NA
0.1539,1.334380947,XRAY,0.0326,1.186660109
0.154661675,1.334686833,AZPN,0.7372,0.32553546
0.1565,1.335181001,SYY,0.0362,1.193894095
0.1589,1.335826156,NA,NA,NA
0.1601,1.336148734,NA,NA,NA
0.1615,1.336525074,NA,NA,NA
0.163636824,1.337099484,BA,0.0493,1.218773499
0.1639,1.337135557,NA,NA,NA
0.1643,1.337190385,NA,NA,NA
0.1647,1.337245214,NA,NA,NA
0.1654,1.337341163,UNM,0.3254,1.197602652
0.1668,1.337533061,NA,NA,NA
0.1668,1.337533061,NA,NA,NA
0.1671,1.337574183,NA,NA,NA
0.1671,1.337574183,NA,NA,NA
0.1679,1.337683839,NA,NA,NA
0.1686,1.337779788,NA,NA,NA
0.17,1.337971687,NA,NA,NA
0.1707,1.338067636,NA,NA,NA
0.172611973,1.338329711,BAC,0.1111,1.306005057
0.1732,1.338333613,NA,NA,NA
0.1739,1.338338259,NA,NA,NA
0.1742,1.33834025,NA,NA,NA
0.1746,1.338342905,NA,NA,NA
0.1749,1.338344896,NA,NA,NA
0.1757,1.338350206,NA,NA,NA
0.1767,1.338356843,XLK,0.5529,0.692436412
0.1792,1.338373435,NA,NA,NA
0.1803,1.338380736,NA,NA,NA
0.181587122,1.338389278,BAH,0.3401,1.171042215
0.1818,1.338363204,NA,NA,NA
0.1824,1.338289712,WFC,0.1476,1.331850892
0.1824,1.338289712,NA,NA,NA
0.1828,1.338240718,NA,NA,NA
0.1831,1.338203972,NA,NA,NA
0.1842,1.338069238,NA,NA,NA
0.1843,1.338056989,SAIC,0.319,1.208538527
0.1849,1.337983497,PSX,-0.22,0.515645337
0.1849,1.337983497,NA,NA,NA
0.1849,1.337983497,NA,NA,NA
0.1856,1.337897757,NA,NA,NA
0.1874,1.337677283,NA,NA,NA
0.1874,1.337677283,NA,NA,NA
0.1895,1.337420063,ZION,0.0039,1.124369936
0.190562271,1.33728995,BAX,-0.0401,1.01481628
0.1906,1.337280513,SQ,1.974,0.007645225
0.1906,1.337280513,NA,NA,NA
0.192,1.336930351,NA,NA,NA
0.1923,1.336855316,NA,NA,NA
0.1952,1.33612998,NA,NA,NA
0.1959,1.335954899,NA,NA,NA
0.1973,1.335604737,NA,NA,NA
0.198,1.335429656,NA,NA,NA
0.19953742,1.335045123,BB,0.2067,1.332355393
0.1998,1.334946517,TYL,0.5591,0.678133334
0.2005,1.33468365,NA,NA,NA
0.2016,1.334270572,RCL,0.4148,1.015825056
0.2023,1.334007704,NA,NA,NA
0.203,1.333744837,UAA,0.3133,1.21803859
0.2048,1.333068891,NA,NA,NA
0.2058,1.332693366,NA,NA,NA
0.206,1.332618261,NA,NA,NA
0.2067,1.332355393,SYF,0.5415,0.718895571
0.2072,1.332167631,TENB,0.206,1.332618261
0.208512568,1.331674728,BBY,0.138,1.326975378
0.2094,1.331232315,NA,NA,NA
0.2104,1.330733783,STT,0.1132,1.307959137
0.2104,1.330733783,SVMK,0.4065,1.034372638
0.2108,1.330534371,NA,NA,NA
0.2108,1.330534371,NA,NA,NA
0.2111,1.330384811,NA,NA,NA
0.2119,1.329985986,NA,NA,NA
0.2126,1.329637013,NA,NA,NA
0.2147,1.328590096,V,0.1749,1.338344896
0.215,1.328440537,NA,NA,NA
0.2161,1.327892152,NA,NA,NA
0.2161,1.327892152,NA,NA,NA
0.2168,1.327543179,NA,NA,NA
0.2172,1.327343766,TDG,0.1757,1.338350206
0.2172,1.327343766,NA,NA,NA
0.217487717,1.32720033,BDX,-0.2229,0.50797528
0.2175,1.327192726,NA,NA,NA
0.2175,1.327192726,NA,NA,NA
0.2178,1.327006985,NA,NA,NA
0.2191,1.326202108,ZBH,0.0894,1.281359649
0.2207,1.32521149,NA,NA,NA
0.2211,1.324963836,NA,NA,NA
0.2215,1.324716181,NA,NA,NA
0.2221,1.3243447,PNC,0.0958,1.289288387
0.2221,1.3243447,NA,NA,NA
0.2225,1.324097045,ROL,0.1856,1.337897757
0.2225,1.324097045,NA,NA,NA
0.2229,1.323849391,WK,0.6653,0.45179269
0.2232,1.32366365,NA,NA,NA
0.2232,1.32366365,NA,NA,NA
0.2239,1.323230255,PPG,0.445,0.94657222
0.2243,1.322982601,NA,NA,NA
0.2253,1.322363465,NA,NA,NA
0.2253,1.322363465,NA,NA,NA
0.226,1.321930069,NA,NA,NA
0.226,1.321930069,NA,NA,NA
0.2264,1.321682415,NA,NA,NA
0.2264,1.321682415,NA,NA,NA
0.2264,1.321682415,NA,NA,NA
0.226462866,1.321643492,BEN,0.1565,1.335181001
0.2268,1.321394981,VTR,0.0156,1.150755547
0.2268,1.321394981,NA,NA,NA
0.2275,1.320878989,QCOM,0.5132,0.785445378
0.2277,1.320731563,NA,NA,NA
0.2278,1.32065785,NA,NA,NA
0.2284,1.320215572,NA,NA,NA
0.2285,1.320141858,NA,NA,NA
0.2285,1.320141858,NA,NA,NA
0.2289,1.319847006,NA,NA,NA
0.2296,1.319331015,NA,NA,NA
0.2303,1.318815023,NA,NA,NA
0.2315,1.317930466,PYPL,0.2175,1.327192726
0.2324,1.317267049,NA,NA,NA
0.2328,1.316972196,NA,NA,NA
0.2335,1.316456205,VSAT,0.3674,1.11780727
0.2335,1.316456205,NA,NA,NA
0.235438015,1.315027635,BIIB,0.1011,1.295561463
0.2371,1.313612141,NA,NA,NA
0.2381,1.312760452,VMW,0.1601,1.336148734
0.2395,1.311568087,NA,NA,NA
0.241,1.310290554,URI,0.3769,1.09822226
0.2417,1.309694372,NA,NA,NA
0.2427,1.308842683,NA,NA,NA
0.2441,1.307650318,NA,NA,NA
0.244413164,1.3073836,BK,0.1221,1.315800864
0.2445,1.307300011,XLNX,0.506,0.802503635
0.2473,1.304604721,NA,NA,NA
0.2476,1.30431594,NA,NA,NA
0.2484,1.303545857,SLAB,0.2215,1.324716181
0.2484,1.303545857,NA,NA,NA
0.252,1.300080483,RF,0.362,1.128743978
0.252,1.300080483,SPY,0.2736,1.275729876
0.252,1.300080483,NA,NA,NA
0.253388313,1.298744088,BKI,0.2172,1.327343766
0.2537,1.298410622,NA,NA,NA
0.2544,1.297661709,WAB,0.1742,1.33834025
0.2551,1.296912796,NA,NA,NA
0.2559,1.296056896,TGT,0.7335,0.3314589
0.2559,1.296056896,NA,NA,NA
0.2562,1.295735933,RHI,0.1288,1.321012203
0.2562,1.295735933,NA,NA,NA
0.2562,1.295735933,NA,NA,NA
0.2569,1.29498702,NA,NA,NA
0.2588,1.292954257,NA,NA,NA
0.2608,1.290814506,VMC,0.665,0.452374729
0.2608,1.290814506,NA,NA,NA
0.2615,1.290065593,NA,NA,NA
0.262363462,1.289141797,BKNG,0.1395,1.327776859
0.2625,1.288981569,PVH,0.472,0.88314178
0.2644,1.286751912,TTD,0.2749,1.274074515
0.2662,1.284639605,SNPS,0.2048,1.333068891
0.2665,1.284287554,NA,NA,NA
0.27133861,1.278609426,BKR,-0.285,0.351343482
0.2736,1.275729876,NA,NA,NA
0.2737,1.27560254,NA,NA,NA
0.2749,1.274074515,NA,NA,NA
0.2762,1.272419154,NA,NA,NA
0.2768,1.271655141,NA,NA,NA
0.2786,1.269363103,NA,NA,NA
0.28,1.267580407,NA,NA,NA
0.2803,1.2671984,NA,NA,NA
0.280313759,1.26718088,BL,0.9017,0.128804804
0.2824,1.264325044,NA,NA,NA
0.2825,1.264188155,SHW,0.1707,1.338067636
0.2832,1.263229932,NA,NA,NA
0.2832,1.263229932,NA,NA,NA
0.2867,1.258438815,NA,NA,NA
0.2882,1.256385479,NA,NA,NA
0.2885,1.255974812,NA,NA,NA
0.2892,1.255016588,NA,NA,NA
0.289288908,1.254894883,BLK,0.2072,1.332167631
0.2898,1.2541487,NA,NA,NA
0.2917,1.251374742,PNR,0.3219,1.203590164
0.2917,1.251374742,NA,NA,NA
0.2923,1.250498756,TWLO,1.2567,0.005270997
0.2923,1.250498756,NA,NA,NA
0.2935,1.248746782,NA,NA,NA
0.2938,1.248308789,PS,0.4481,0.939345661
0.2973,1.243198867,NA,NA,NA
0.2981,1.242030885,VAR,0.2786,1.269363103
0.2981,1.242030885,NA,NA,NA
0.298264057,1.241791365,BLKB,0.4766,0.872256287
0.2984,1.241581113,NA,NA,NA
0.3006,1.238178559,NA,NA,NA
0.3009,1.237714574,RPD,0.3426,1.166423336
0.3016,1.236631943,NA,NA,NA
0.3045,1.232146757,VIAV,0.3655,1.121655371
0.3059,1.229981494,NA,NA,NA
0.307,1.228280217,NA,NA,NA
0.307239206,1.227910257,BLL,0.5937,0.600156104
0.308,1.226671095,NA,NA,NA
0.3084,1.226019585,NA,NA,NA
0.3087,1.225530953,NA,NA,NA
0.3098,1.223739301,NA,NA,NA
0.3112,1.221459016,NA,NA,NA
0.3116,1.220807507,QTWO,0.363,1.126718662
0.3123,1.219667364,NA,NA,NA
0.3123,1.219667364,NA,NA,NA
0.3126,1.219178732,NA,NA,NA
0.3133,1.21803859,NA,NA,NA
0.3158,1.213966653,TRV,0.0685,1.251385405
0.316214355,1.213291763,BMY,0.0504,1.220747952
0.3165,1.212804357,VSH,0.489,0.842847581
0.3165,1.212804357,NA,NA,NA
0.3165,1.212804357,NA,NA,NA
0.3169,1.212121824,NA,NA,NA
0.3187,1.209050427,NA,NA,NA
0.319,1.208538527,NA,NA,NA
0.319,1.208538527,NA,NA,NA
0.3194,1.207855994,NA,NA,NA
0.3201,1.206661562,NA,NA,NA
0.3208,1.205467129,STE,0.516,0.778827275
0.3219,1.203590164,NA,NA,NA
0.3221,1.203248898,NA,NA,NA
0.3226,1.202395732,STX,0.2867,1.258438815
0.3227,1.202225099,SBAC,0.0316,1.184650669
0.325189503,1.197977179,BR,0.2559,1.296056896
0.3254,1.197602652,NA,NA,NA
0.3254,1.197602652,NA,NA,NA
0.3268,1.195111691,NA,NA,NA
0.3272,1.194399988,PPL,0.1004,1.29476534
0.3293,1.190663547,NA,NA,NA
0.3332,1.183724441,SRE,0.0859,1.276748902
0.334164652,1.182008076,BR,0.4474,0.940977465
0.3368,1.177139135,NA,NA,NA
0.3401,1.171042215,SWKS,0.2832,1.263229932
0.3403,1.170672705,NA,NA,NA
0.3407,1.169933684,WU,0.2284,1.320215572
0.3426,1.166423336,NA,NA,NA
0.343139801,1.165426025,BRKS,0.7714,0.274262915
0.3463,1.159386097,NA,NA,NA
0.3463,1.159386097,NA,NA,NA
0.3506,1.151167725,NA,NA,NA
