,X,Y,Stock,X1,Y1,category
824,-0.031560081,13.05726826,CZWI,-0.030053234,13.99883977,
825,-0.031518224,13.08408413,CZZ,-0.030053234,13.99883977,
826,-0.031514364,13.08655732,D,-0.030053234,13.99883977,
827,-0.031476367,13.11028109,DAC,-0.030053234,13.99883977,
828,-0.03143451,13.13641517,DAIO,-0.030011377,14.02497385,
829,-0.03143451,13.13641517,DAKT,-0.030011377,14.02497385,
830,-0.03143451,13.13641517,DAL,-0.02996952,14.05110793,
831,-0.03143451,13.13641517,DAN,-0.02996952,14.05110793,
832,-0.031392653,13.16254925,DAR,-0.02996952,14.05110793,
833,-0.031392653,13.16254925,DARE,-0.029927663,14.07724201,
834,-0.031350797,13.18868332,DB,-0.029927663,14.07724201,
835,-0.031350797,13.18868332,DBCP,-0.029885806,14.10337609,
836,-0.03130894,13.2148174,DBD,-0.029885806,14.10337609,
837,-0.03130894,13.2148174,DBI,-0.029843949,14.12951017,
838,-0.031267083,13.24095148,DBX,-0.029843949,14.12951017,
839,-0.031183369,13.29321964,DCAR,-0.029843949,14.12951017,
840,-0.031141512,13.31935372,DCI,-0.029843949,14.12951017,
841,-0.031141512,13.31935372,DCO,-0.029843949,14.12951017,
842,-0.031141512,13.31935372,DCOM,-0.029843949,14.12951017,
843,-0.031099655,13.3454878,DCPH,-0.029802092,14.15564424,
844,-0.031099655,13.3454878,DD,-0.029802092,14.15564424,
845,-0.031057798,13.37162188,DDD,-0.029760235,14.18177832,
846,-0.030974085,13.42389003,DDS,-0.029760235,14.18177832,
847,-0.030974085,13.42389003,DE,-0.029760235,14.18177832,
848,-0.030932228,13.45002411,DEA,-0.029760235,14.18177832,
849,-0.030932228,13.45002411,DECK,-0.029718379,14.2079124,
850,-0.030890371,13.47615819,DEI,-0.029718379,14.2079124,
851,-0.030890371,13.47615819,DENN,-0.029676522,14.23404648,
852,-0.030890371,13.47615819,DESP,-0.029676522,14.23404648,
853,-0.030848514,13.50229227,DFFN,-0.029634665,14.26018056,
854,-0.030848514,13.50229227,DFIN,-0.029634665,14.26018056,
855,-0.030848514,13.50229227,DFS,-0.029592808,14.28631464,
856,-0.030848514,13.50229227,DG,-0.029550951,14.31244872,
857,-0.030848514,13.50229227,DGICA,-0.029550951,14.31244872,
858,-0.030848514,13.50229227,DGII,-0.029467237,14.36471688,
859,-0.030806657,13.52842635,DGLY,-0.029467237,14.36471688,
860,-0.030806657,13.52842635,DGX,-0.02942538,14.39085096,
861,-0.030806657,13.52842635,DHC,-0.029383524,14.41698503,
862,-0.0307648,13.55456043,DHI,-0.029341667,14.44311911,
863,-0.0307648,13.55456043,DHIL,-0.029341667,14.44311911,
864,-0.030722944,13.58069451,DHR,-0.02929981,14.46925319,
865,-0.030681087,13.60682859,DHT,-0.02929981,14.46925319,
866,-0.030681087,13.60682859,DHX,-0.029257953,14.49538727,
867,-0.03063923,13.63296267,DIN,-0.029257953,14.49538727,
868,-0.030597373,13.65909675,DIOD,-0.029257953,14.49538727,
869,-0.030597373,13.65909675,DIS,-0.029257953,14.49538727,
870,-0.030597373,13.65909675,DISCA,-0.029257953,14.49538727,
871,-0.030555516,13.68523082,DISCB,-0.029216096,14.52152135,
872,-0.030513659,13.7113649,DISCK,-0.029174239,14.54765543,
873,-0.030471802,13.73749898,DISH,-0.029174239,14.54765543,
874,-0.030471802,13.73749898,DIT,-0.029174239,14.54765543,
875,-0.030471802,13.73749898,DJCO,-0.029174239,14.54765543,
876,-0.030429945,13.76363306,DK,-0.029132382,14.57378951,
877,-0.030388089,13.78976714,DKS,-0.029132382,14.57378951,
878,-0.030388089,13.78976714,DLA,-0.029132382,14.57378951,
879,-0.030388089,13.78976714,DLB,-0.029090526,14.59992359,
880,-0.030388089,13.78976714,DLHC,-0.029048669,14.62605767,
881,-0.030346232,13.81590122,DLPH,-0.029048669,14.62605767,
882,-0.030346232,13.81590122,DLPN,-0.029048669,14.62605767,
883,-0.030346232,13.81590122,DLR,-0.029048669,14.62605767,
884,-0.030304375,13.8420353,DLTH,-0.029006812,14.65219174,
885,-0.030304375,13.8420353,DLTR,-0.028964955,14.67832582,
886,-0.030304375,13.8420353,DLX,-0.028964955,14.67832582,
887,-0.030304375,13.8420353,DMAC,-0.028923098,14.70436933,
888,-0.030262518,13.86816938,DMPI,-0.028923098,14.70436933,
889,-0.030262518,13.86816938,DMRC,-0.028923098,14.70436933,
890,-0.030220661,13.89430346,DNKN,-0.028881241,14.72868972,
891,-0.030220661,13.89430346,DNLI,-0.028881241,14.72868972,
892,-0.030220661,13.89430346,DNN,-0.028881241,14.72868972,
893,-0.030178804,13.92043753,DNOW,-0.028881241,14.72868972,
894,-0.030178804,13.92043753,DNR,-0.028839384,14.75301011,
895,-0.030178804,13.92043753,DO,-0.028839384,14.75301011,
896,-0.030136947,13.94657161,DOC,-0.028839384,14.75301011,
897,-0.030136947,13.94657161,DOCU,-0.028839384,14.75301011,
898,-0.03009509,13.97270569,DOGZ,-0.028839384,14.75301011,
899,-0.03009509,13.97270569,DOOO,-0.028797527,14.7773305,
900,-0.03009509,13.97270569,DOOR,-0.028797527,14.7773305,
901,-0.03009509,13.97270569,DORM,-0.028797527,14.7773305,
902,-0.03009509,13.97270569,DOV,-0.028755671,14.80165089,
903,-0.03009509,13.97270569,DOX,-0.028713814,14.82597127,
904,-0.030053234,13.99883977,DPW,-0.028713814,14.82597127,
905,-0.030053234,13.99883977,DPZ,-0.028713814,14.82597127,
906,-0.030053234,13.99883977,DRI,-0.028671957,14.85029166,
907,-0.030053234,13.99883977,DRIO,-0.0286301,14.87461205,
908,-0.030011377,14.02497385,DRNA,-0.028588243,14.89893244,
909,-0.030011377,14.02497385,DRQ,-0.028588243,14.89893244,
910,-0.02996952,14.05110793,DRRX,-0.028588243,14.89893244,
911,-0.02996952,14.05110793,DRTT,-0.028546386,14.92325283,
912,-0.02996952,14.05110793,DS,-0.028546386,14.92325283,
913,-0.029927663,14.07724201,DSGX,-0.028546386,14.92325283,
914,-0.029927663,14.07724201,DSKE,-0.028546386,14.92325283,
915,-0.029885806,14.10337609,DSPG,-0.028504529,14.94757322,
916,-0.029885806,14.10337609,DSS,-0.028504529,14.94757322,
917,-0.029843949,14.12951017,DSWL,-0.028504529,14.94757322,
918,-0.029843949,14.12951017,DSX,-0.028504529,14.94757322,
919,-0.029843949,14.12951017,DTE,-0.028462672,14.9718936,
920,-0.029843949,14.12951017,DTEA,-0.028420816,14.99621399,
921,-0.029843949,14.12951017,DTSS,-0.028420816,14.99621399,
922,-0.029843949,14.12951017,DUK,-0.028420816,14.99621399,
923,-0.029802092,14.15564424,DUOT,-0.028420816,14.99621399,
924,-0.029802092,14.15564424,DVA,-0.028378959,15.02053438,
925,-0.029760235,14.18177832,DVAX,-0.028378959,15.02053438,
926,-0.029760235,14.18177832,DVD,-0.028378959,15.02053438,
927,-0.029760235,14.18177832,DVN,-0.028378959,15.02053438,
928,-0.029760235,14.18177832,DWSN,-0.028337102,15.04485477,
929,-0.029718379,14.2079124,DX,-0.028337102,15.04485477,
930,-0.029718379,14.2079124,DXC,-0.028337102,15.04485477,
931,-0.029676522,14.23404648,DXCM,-0.028295245,15.06917516,
932,-0.029676522,14.23404648,DXPE,-0.028253388,15.09349555,
933,-0.029634665,14.26018056,DXR,-0.028211531,15.11781593,
934,-0.029634665,14.26018056,DXYN,-0.028211531,15.11781593,
935,-0.029592808,14.28631464,DY,-0.028211531,15.11781593,
936,-0.029550951,14.31244872,DYAI,-0.028211531,15.11781593,
937,-0.029550951,14.31244872,DYNT,-0.028211531,15.11781593,
938,-0.029467237,14.36471688,DZSI,-0.028211531,15.11781593,
939,-0.029467237,14.36471688,EA,-0.028169674,15.14213632,
940,-0.02942538,14.39085096,EAF,-0.028169674,15.14213632,
941,-0.029383524,14.41698503,EARN,-0.028169674,15.14213632,
942,-0.029341667,14.44311911,EARS,-0.028169674,15.14213632,
943,-0.029341667,14.44311911,EAST,-0.028127817,15.16645671,
944,-0.02929981,14.46925319,EAT,-0.028085961,15.1907771,
945,-0.02929981,14.46925319,EBAY,-0.028085961,15.1907771,
946,-0.029257953,14.49538727,EBF,-0.028085961,15.1907771,
947,-0.029257953,14.49538727,EBIX,-0.028044104,15.21509749,
948,-0.029257953,14.49538727,EBMT,-0.028044104,15.21509749,
949,-0.029257953,14.49538727,EBS,-0.028002247,15.23941788,
950,-0.029257953,14.49538727,EBSB,-0.028002247,15.23941788,
951,-0.029216096,14.52152135,EBTC,-0.02796039,15.26373827,
952,-0.029174239,14.54765543,ECHO,-0.02796039,15.26373827,
953,-0.029174239,14.54765543,ECL,-0.02796039,15.26373827,
954,-0.029174239,14.54765543,ECOL,-0.02796039,15.26373827,
955,-0.029174239,14.54765543,ECOM,-0.027918533,15.28805865,
956,-0.029132382,14.57378951,ECPG,-0.027918533,15.28805865,
957,-0.029132382,14.57378951,ED,-0.027918533,15.28805865,
958,-0.029132382,14.57378951,EDIT,-0.027876676,15.31237904,
959,-0.029090526,14.59992359,EDNT,-0.027876676,15.31237904,
960,-0.029048669,14.62605767,EDSA,-0.027834819,15.33669943,
961,-0.029048669,14.62605767,EDUC,-0.027834819,15.33669943,
962,-0.029048669,14.62605767,EEFT,-0.027792963,15.36101982,
963,-0.029048669,14.62605767,EEX,-0.027792963,15.36101982,
964,-0.029006812,14.65219174,EFC,-0.027792963,15.36101982,
965,-0.028964955,14.67832582,EFOI,-0.027792963,15.36101982,
966,-0.028964955,14.67832582,EFSC,-0.027792963,15.36101982,
967,-0.028925188,14.70315484,EFX,-0.027792963,15.36101982,
968,-0.028923098,14.70436933,EGAN,-0.027792963,15.36101982,
969,-0.028923098,14.70436933,EGBN,-0.027751106,15.38534021,
970,-0.028923098,14.70436933,EGHT,-0.027751106,15.38534021,
971,-0.028881241,14.72868972,EGLE,-0.027709249,15.4096606,
972,-0.028881241,14.72868972,EGO,-0.027709249,15.4096606,
973,-0.028881241,14.72868972,EGOV,-0.027709249,15.4096606,
974,-0.028881241,14.72868972,EGP,-0.027667392,15.43398098,
975,-0.028839384,14.75301011,EGRX,-0.027667392,15.43398098,
976,-0.028839384,14.75301011,EGY,-0.027667392,15.43398098,
977,-0.028839384,14.75301011,EHC,-0.027667392,15.43398098,
978,-0.028839384,14.75301011,EHTH,-0.027625535,15.45830137,
979,-0.028839384,14.75301011,EIG,-0.027625535,15.45830137,
980,-0.028797527,14.7773305,EIGI,-0.027625535,15.45830137,
981,-0.028797527,14.7773305,EIGR,-0.027625535,15.45830137,
982,-0.028797527,14.7773305,EIX,-0.027583678,15.48262176,
983,-0.028755671,14.80165089,EKSO,-0.027583678,15.48262176,
984,-0.028713814,14.82597127,EL,-0.027583678,15.48262176,
985,-0.028713814,14.82597127,ELA,-0.027583678,15.48262176,
986,-0.028713814,14.82597127,ELF,-0.027583678,15.48262176,
987,-0.028671957,14.85029166,ELGX,-0.027583678,15.48262176,
988,-0.0286301,14.87461205,ELLO,-0.027541821,15.50694215,
989,-0.028588243,14.89893244,ELMD,-0.027541821,15.50694215,
990,-0.028588243,14.89893244,ELOX,-0.027541821,15.50694215,
991,-0.028588243,14.89893244,ELS,-0.027541821,15.50694215,
992,-0.028546386,14.92325283,ELSE,-0.027541821,15.50694215,
993,-0.028546386,14.92325283,ELTK,-0.027499964,15.53126254,
994,-0.028546386,14.92325283,ELVT,-0.027499964,15.53126254,
995,-0.028546386,14.92325283,ELY,-0.027458108,15.55558293,
996,-0.028504529,14.94757322,EMAN,-0.027458108,15.55558293,
997,-0.028504529,14.94757322,EME,-0.027458108,15.55558293,
998,-0.028504529,14.94757322,EML,-0.027416251,15.57990331,
999,-0.028504529,14.94757322,EMMS,-0.027416251,15.57990331,
1000,-0.028462672,14.9718936,EMN,-0.027416251,15.57990331,
1001,-0.028420816,14.99621399,EMR,-0.027416251,15.57990331,
1002,-0.028420816,14.99621399,EMX,-0.027374394,15.6042237,
1003,-0.028420816,14.99621399,ENB,-0.027374394,15.6042237,
1004,-0.028420816,14.99621399,ENDP,-0.027332537,15.62854409,
1005,-0.028378959,15.02053438,ENG,-0.027332537,15.62854409,
1006,-0.028378959,15.02053438,ENLV,-0.027332537,15.62854409,
1007,-0.028378959,15.02053438,ENOB,-0.027332537,15.62854409,
1008,-0.028378959,15.02053438,ENPH,-0.027332537,15.62854409,
1009,-0.028337102,15.04485477,ENR,-0.027332537,15.62854409,
1010,-0.028337102,15.04485477,ENS,-0.02729068,15.65286448,
1011,-0.028337102,15.04485477,ENSG,-0.02729068,15.65286448,
1012,-0.028295245,15.06917516,ENSV,-0.02729068,15.65286448,
1013,-0.028253388,15.09349555,ENT,-0.02729068,15.65286448,
1014,-0.028211531,15.11781593,ENTA,-0.02729068,15.65286448,
1015,-0.028211531,15.11781593,ENTG,-0.02729068,15.65286448,
1016,-0.028211531,15.11781593,ENV,-0.02729068,15.65286448,
1017,-0.028211531,15.11781593,ENVA,-0.02729068,15.65286448,
1018,-0.028211531,15.11781593,ENZ,-0.027248823,15.67718487,
1019,-0.028211531,15.11781593,EOG,-0.027248823,15.67718487,
1020,-0.028169674,15.14213632,EOLS,-0.027248823,15.67718487,
1021,-0.028169674,15.14213632,EPAC,-0.027248823,15.67718487,
1022,-0.028169674,15.14213632,EPAM,-0.027206966,15.70150526,
1023,-0.028169674,15.14213632,EPAY,-0.027165109,15.72582565,
1024,-0.028127817,15.16645671,EPC,-0.027165109,15.72582565,
1025,-0.028085961,15.1907771,EPIX,-0.027165109,15.72582565,
1026,-0.028085961,15.1907771,EPM,-0.027165109,15.72582565,
1027,-0.028085961,15.1907771,EPR,-0.027165109,15.72582565,
1028,-0.028044104,15.21509749,EPSN,-0.027165109,15.72582565,
1029,-0.028044104,15.21509749,EPZM,-0.027165109,15.72582565,
1030,-0.028002247,15.23941788,EQBK,-0.027165109,15.72582565,
1031,-0.028002247,15.23941788,EQC,-0.027123253,15.75014603,
1032,-0.02796039,15.26373827,EQH,-0.027123253,15.75014603,
1033,-0.02796039,15.26373827,EQIX,-0.027123253,15.75014603,
1034,-0.02796039,15.26373827,EQR,-0.027123253,15.75014603,
1035,-0.02796039,15.26373827,EQT,-0.027123253,15.75014603,
1036,-0.027918533,15.28805865,EQX,-0.027123253,15.75014603,
1037,-0.027918533,15.28805865,ERA,-0.027081396,15.77446642,
1038,-0.027918533,15.28805865,ERF,-0.027081396,15.77446642,
1039,-0.027876676,15.31237904,ERI,-0.027081396,15.77446642,
1040,-0.027876676,15.31237904,ERIE,-0.027081396,15.77446642,
1041,-0.027834819,15.33669943,ERII,-0.027081396,15.77446642,
1042,-0.027834819,15.33669943,EROS,-0.027081396,15.77446642,
1043,-0.027792963,15.36101982,ES,-0.027039539,15.79878681,
1044,-0.027792963,15.36101982,ESBK,-0.027039539,15.79878681,
1045,-0.027792963,15.36101982,ESCA,-0.027039539,15.79878681,
1046,-0.027792963,15.36101982,ESE,-0.027039539,15.79878681,
1047,-0.027792963,15.36101982,ESEA,-0.027039539,15.79878681,
1048,-0.027792963,15.36101982,ESGR,-0.027039539,15.79878681,
1049,-0.027792963,15.36101982,ESI,-0.027039539,15.79878681,
1050,-0.027751106,15.38534021,ESLT,-0.027039539,15.79878681,
1051,-0.027751106,15.38534021,ESNT,-0.027039539,15.79878681,
1052,-0.027709249,15.4096606,ESP,-0.026997682,15.8231072,
1053,-0.027709249,15.4096606,ESPR,-0.026997682,15.8231072,
1054,-0.027709249,15.4096606,ESQ,-0.026997682,15.8231072,
1055,-0.027667392,15.43398098,ESRT,-0.026997682,15.8231072,
1056,-0.027667392,15.43398098,ESS,-0.026997682,15.8231072,
1057,-0.027667392,15.43398098,ESSA,-0.026997682,15.8231072,
1058,-0.027667392,15.43398098,ESTE,-0.026955825,15.84742759,
1059,-0.027625535,15.45830137,ESXB,-0.026955825,15.84742759,
1060,-0.027625535,15.45830137,ETH,-0.026955825,15.84742759,
1061,-0.027625535,15.45830137,ETM,-0.026955825,15.84742759,
1062,-0.027625535,15.45830137,ETN,-0.026955825,15.84742759,
1063,-0.027583678,15.48262176,ETR,-0.026955825,15.84742759,
1064,-0.027583678,15.48262176,ETSY,-0.026955825,15.84742759,
1065,-0.027583678,15.48262176,EURN,-0.026955825,15.84742759,
1066,-0.027583678,15.48262176,EV,-0.026913968,15.87174798,
1067,-0.027583678,15.48262176,EVBG,-0.026913968,15.87174798,
1068,-0.027583678,15.48262176,EVBN,-0.026913968,15.87174798,
1069,-0.027541821,15.50694215,EVC,-0.026913968,15.87174798,
1070,-0.027541821,15.50694215,EVFM,-0.026913968,15.87174798,
1071,-0.027541821,15.50694215,EVGN,-0.026913968,15.87174798,
1072,-0.027541821,15.50694215,EVH,-0.026913968,15.87174798,
1073,-0.027541821,15.50694215,EVI,-0.026913968,15.87174798,
1074,-0.027499964,15.53126254,EVLO,-0.026872111,15.89606836,
1075,-0.027499964,15.53126254,EVOK,-0.026872111,15.89606836,
1076,-0.027458108,15.55558293,EVOL,-0.026872111,15.89606836,
1077,-0.027458108,15.55558293,EVOP,-0.026872111,15.89606836,
1078,-0.027458108,15.55558293,EVR,-0.026872111,15.89606836,
1079,-0.027416251,15.57990331,EVRG,-0.026872111,15.89606836,
1080,-0.027416251,15.57990331,EVRI,-0.026872111,15.89606836,
1081,-0.027416251,15.57990331,EVSI,-0.026872111,15.89606836,
1082,-0.027416251,15.57990331,EVTC,-0.026872111,15.89606836,
1083,-0.027374394,15.6042237,EW,-0.026830254,15.92038875,
1084,-0.027374394,15.6042237,EWBC,-0.026830254,15.92038875,
1085,-0.027332537,15.62854409,EXAS,-0.026830254,15.92038875,
1086,-0.027332537,15.62854409,EXC,-0.026830254,15.92038875,
1087,-0.027332537,15.62854409,EXEL,-0.026830254,15.92038875,
1088,-0.027332537,15.62854409,EXFO,-0.026830254,15.92038875,
1089,-0.027332537,15.62854409,EXK,-0.026830254,15.92038875,
1090,-0.027332537,15.62854409,EXLS,-0.026830254,15.92038875,
1091,-0.02729068,15.65286448,EXP,-0.026830254,15.92038875,
1092,-0.02729068,15.65286448,EXPD,-0.026830254,15.92038875,
1093,-0.02729068,15.65286448,EXPE,-0.026830254,15.92038875,
1094,-0.02729068,15.65286448,EXPI,-0.026830254,15.92038875,
1095,-0.02729068,15.65286448,EXPO,-0.026830254,15.92038875,
1096,-0.02729068,15.65286448,EXPR,-0.026788398,15.94470914,
1097,-0.02729068,15.65286448,EXR,-0.026788398,15.94470914,
1098,-0.02729068,15.65286448,EXTN,-0.026788398,15.94470914,
1099,-0.027248823,15.67718487,EXTR,-0.026788398,15.94470914,
1100,-0.027248823,15.67718487,EYE,-0.026788398,15.94470914,
1101,-0.027248823,15.67718487,EYEG,-0.026788398,15.94470914,
1102,-0.027248823,15.67718487,EYEN,-0.026746541,15.96902953,
1103,-0.027206966,15.70150526,EYES,-0.026746541,15.96902953,
1104,-0.027165109,15.72582565,EYPT,-0.026746541,15.96902953,
1105,-0.027165109,15.72582565,EZPW,-0.026746541,15.96902953,
1106,-0.027165109,15.72582565,FAF,-0.026746541,15.96902953,
1107,-0.027165109,15.72582565,FAMI,-0.026746541,15.96902953,
1108,-0.027165109,15.72582565,FANG,-0.026746541,15.96902953,
1109,-0.027165109,15.72582565,FARM,-0.026746541,15.96902953,
1110,-0.027165109,15.72582565,FARO,-0.026746541,15.96902953,
1111,-0.027165109,15.72582565,FAST,-0.026704684,15.99334992,
1112,-0.027123253,15.75014603,FAT,-0.026704684,15.99334992,
1113,-0.027123253,15.75014603,FATE,-0.026704684,15.99334992,
1114,-0.027123253,15.75014603,FB,-0.026704684,15.99334992,
1115,-0.027123253,15.75014603,FBC,-0.026704684,15.99334992,
1116,-0.027123253,15.75014603,FBHS,-0.026704684,15.99334992,
1117,-0.027123253,15.75014603,FBIO,-0.026704684,15.99334992,
1118,-0.027081396,15.77446642,FBIZ,-0.026704684,15.99334992,
1119,-0.027081396,15.77446642,FBK,-0.026662827,16.01767031,
1120,-0.027081396,15.77446642,FBM,-0.026662827,16.01767031,
1121,-0.027081396,15.77446642,FBMS,-0.026662827,16.01767031,
1122,-0.027081396,15.77446642,FBNC,-0.026662827,16.01767031,
1123,-0.027081396,15.77446642,FBP,-0.026662827,16.01767031,
1124,-0.027039539,15.79878681,FBSS,-0.026662827,16.01767031,
1125,-0.027039539,15.79878681,FC,-0.026662827,16.01767031,
1126,-0.027039539,15.79878681,FCAP,-0.026662827,16.01767031,
1127,-0.027039539,15.79878681,FCAU,-0.026662827,16.01767031,
1128,-0.027039539,15.79878681,FCBC,-0.026662827,16.01767031,
1129,-0.027039539,15.79878681,FCBP,-0.02662097,16.04199069,
1130,-0.027039539,15.79878681,FCCO,-0.02662097,16.04199069,
1131,-0.027039539,15.79878681,FCCY,-0.02662097,16.04199069,
1132,-0.027039539,15.79878681,FCEL,-0.02662097,16.04199069,
1133,-0.026997682,15.8231072,FCF,-0.02662097,16.04199069,
1134,-0.026997682,15.8231072,FCFS,-0.02662097,16.04199069,
1135,-0.026997682,15.8231072,FCN,-0.02662097,16.04199069,
1136,-0.026997682,15.8231072,FCNCA,-0.02662097,16.04199069,
1137,-0.026997682,15.8231072,FCPT,-0.02662097,16.04199069,
1138,-0.026997682,15.8231072,FFG,-0.02662097,16.04199069,
1139,-0.026955825,15.84742759,FFHL,-0.02662097,16.04199069,
1140,-0.026955825,15.84742759,FFIC,-0.02662097,16.04199069,
1141,-0.026955825,15.84742759,FFIN,-0.02662097,16.04199069,
1142,-0.026955825,15.84742759,FFIV,-0.026579113,16.06631108,
1143,-0.026955825,15.84742759,FFNW,-0.026579113,16.06631108,
1144,-0.026955825,15.84742759,FFWM,-0.026579113,16.06631108,
1145,-0.026955825,15.84742759,FG,-0.026579113,16.06631108,
1146,-0.026955825,15.84742759,FGBI,-0.026579113,16.06631108,
1147,-0.026913968,15.87174798,FGEN,-0.026579113,16.06631108,
1148,-0.026913968,15.87174798,FHB,-0.026579113,16.06631108,
1149,-0.026913968,15.87174798,FHN,-0.026579113,16.06631108,
1150,-0.026913968,15.87174798,FI,-0.026579113,16.06631108,
1151,-0.026913968,15.87174798,FIBK,-0.026579113,16.06631108,
1152,-0.026913968,15.87174798,FICO,-0.026579113,16.06631108,
1153,-0.026913968,15.87174798,FIS,-0.026537256,16.09063147,
1154,-0.026913968,15.87174798,FISI,-0.026537256,16.09063147,
1155,-0.026872111,15.89606836,FISV,-0.026537256,16.09063147,
1156,-0.026872111,15.89606836,FIT,-0.026537256,16.09063147,
1157,-0.026872111,15.89606836,FITB,-0.026537256,16.09063147,
1158,-0.026872111,15.89606836,FIVE,-0.026537256,16.09063147,
1159,-0.026872111,15.89606836,FIVN,-0.026537256,16.09063147,
1160,-0.026872111,15.89606836,FIX,-0.026537256,16.09063147,
1161,-0.026872111,15.89606836,FIXX,-0.026537256,16.09063147,
1162,-0.026872111,15.89606836,FIZZ,-0.026537256,16.09063147,
1163,-0.026872111,15.89606836,FL,-0.026537256,16.09063147,
1164,-0.026830254,15.92038875,FLDM,-0.026537256,16.09063147,
1165,-0.026830254,15.92038875,FLEX,-0.0264954,16.11495186,
1166,-0.026830254,15.92038875,FLGT,-0.0264954,16.11495186,
1167,-0.026830254,15.92038875,FLIC,-0.0264954,16.11495186,
1168,-0.026830254,15.92038875,FLIR,-0.0264954,16.11495186,
1169,-0.026830254,15.92038875,FLL,-0.0264954,16.11495186,
1170,-0.026830254,15.92038875,FLNT,-0.0264954,16.11495186,
1171,-0.026830254,15.92038875,FLO,-0.0264954,16.11495186,
1172,-0.026830254,15.92038875,FLOW,-0.0264954,16.11495186,
1173,-0.026830254,15.92038875,FLR,-0.0264954,16.11495186,
1174,-0.026830254,15.92038875,FLS,-0.0264954,16.11495186,
1175,-0.026830254,15.92038875,FLT,-0.0264954,16.11495186,
1176,-0.026830254,15.92038875,FLWS,-0.0264954,16.11495186,
1177,-0.026788398,15.94470914,FLXN,-0.0264954,16.11495186,
1178,-0.026788398,15.94470914,FLXS,-0.026453543,16.13927225,
1179,-0.026788398,15.94470914,FMAO,-0.026453543,16.13927225,
1180,-0.026788398,15.94470914,FMBH,-0.026453543,16.13927225,
1181,-0.026788398,15.94470914,FMBI,-0.026453543,16.13927225,
1182,-0.026788398,15.94470914,FMC,-0.026453543,16.13927225,
1183,-0.026746541,15.96902953,FMNB,-0.026453543,16.13927225,
1184,-0.026746541,15.96902953,FN,-0.026453543,16.13927225,
1185,-0.026746541,15.96902953,FNB,-0.026453543,16.13927225,
1186,-0.026746541,15.96902953,FNCB,-0.026453543,16.13927225,
1187,-0.026746541,15.96902953,FND,-0.026453543,16.13927225,
1188,-0.026746541,15.96902953,FNF,-0.026453543,16.13927225,
1189,-0.026746541,15.96902953,FNHC,-0.026453543,16.13927225,
1190,-0.026746541,15.96902953,FNJN,-0.026453543,16.13927225,
1191,-0.026746541,15.96902953,FNKO,-0.026453543,16.13927225,
1192,-0.026704684,15.99334992,FNLC,-0.026453543,16.13927225,
1193,-0.026704684,15.99334992,FNV,-0.026453543,16.13927225,
1194,-0.026704684,15.99334992,FNWB,-0.026453543,16.13927225,
1195,-0.026704684,15.99334992,FOE,-0.026453543,16.13927225,
1196,-0.026704684,15.99334992,FOLD,-0.026453543,16.13927225,
1197,-0.026704684,15.99334992,FONR,-0.026411686,16.16359264,
1198,-0.026704684,15.99334992,FOR,-0.026411686,16.16359264,
1199,-0.026704684,15.99334992,FORD,-0.026411686,16.16359264,
1200,-0.026662827,16.01767031,FORK,-0.026411686,16.16359264,
1201,-0.026662827,16.01767031,FORM,-0.026411686,16.16359264,
1202,-0.026662827,16.01767031,FORR,-0.026411686,16.16359264,
1203,-0.026662827,16.01767031,FOSL,-0.026411686,16.16359264,
1204,-0.026662827,16.01767031,FOXF,-0.026411686,16.16359264,
1205,-0.026662827,16.01767031,FPAY,-0.026411686,16.16359264,
1206,-0.026662827,16.01767031,FPH,-0.026411686,16.16359264,
1207,-0.026662827,16.01767031,FPI,-0.026411686,16.16359264,
1208,-0.026662827,16.01767031,FPRX,-0.026411686,16.16359264,
1209,-0.026662827,16.01767031,FR,-0.026411686,16.16359264,
1210,-0.02662097,16.04199069,FRAF,-0.026411686,16.16359264,
1211,-0.02662097,16.04199069,FRAN,-0.026411686,16.16359264,
1212,-0.02662097,16.04199069,FRBA,-0.026411686,16.16359264,
1213,-0.02662097,16.04199069,FRBK,-0.026411686,16.16359264,
1214,-0.02662097,16.04199069,FRD,-0.026369829,16.18791302,
1215,-0.02662097,16.04199069,FRG,-0.026369829,16.18791302,
1216,-0.02662097,16.04199069,FRGI,-0.026369829,16.18791302,
1217,-0.02662097,16.04199069,FRHC,-0.026369829,16.18791302,
1218,-0.02662097,16.04199069,FRME,-0.026369829,16.18791302,
1219,-0.02662097,16.04199069,FRO,-0.026369829,16.18791302,
1220,-0.02662097,16.04199069,FRPH,-0.026369829,16.18791302,
1221,-0.02662097,16.04199069,FRPT,-0.026369829,16.18791302,
1222,-0.02662097,16.04199069,FRT,-0.026369829,16.18791302,
1223,-0.026579113,16.06631108,FRTA,-0.026369829,16.18791302,
1224,-0.026579113,16.06631108,FSB,-0.026369829,16.18791302,
1225,-0.026579113,16.06631108,FSBC,-0.026369829,16.18791302,
1226,-0.026579113,16.06631108,FSBW,-0.026369829,16.18791302,
1227,-0.026579113,16.06631108,FSCT,-0.026369829,16.18791302,
1228,-0.026579113,16.06631108,FSFG,-0.026327972,16.21166393,
1229,-0.026579113,16.06631108,FSI,-0.026327972,16.21166393,
1230,-0.026579113,16.06631108,FSK,-0.026327972,16.21166393,
1231,-0.026579113,16.06631108,FSLR,-0.026327972,16.21166393,
1232,-0.026579113,16.06631108,FSM,-0.026327972,16.21166393,
1233,-0.026579113,16.06631108,FSP,-0.026327972,16.21166393,
